time_sec,pitch_angle,yaw_angle,target_step,is_fired
85.6007,-5.2,27.2,Step1_Green_Rectangle,0
85.6419,-5.2,27.2,Step1_Green_Rectangle,0
85.7006,-5.2,27.2,Step1_Green_Rectangle,0
85.7412,-5.2,27.2,Step1_Green_Rectangle,0
85.8002,-5.2,27.2,Step1_Green_Rectangle,0
85.8607,-5.2,27.2,Step1_Green_Rectangle,0
85.9012,-5.2,27.2,Step1_Green_Rectangle,0
85.9609,-5.2,27.2,Step1_Green_Rectangle,0
86.0002,-5.2,27.2,Step1_Green_Rectangle,0
86.0609,-5.2,27.2,Step1_Green_Rectangle,0
86.1012,-5.2,27.2,Step1_Green_Rectangle,0
86.1609,-5.2,27.2,Step1_Green_Rectangle,0
86.2217,-5.2,27.2,Step1_Green_Rectangle,0
86.2605,-5.2,27.2,Step1_Green_Rectangle,0
86.3209,-5.2,27.2,Step1_Green_Rectangle,0
86.3792,-5.2,27.2,Step1_Green_Rectangle,0
86.4436,-5.2,27.2,Step1_Green_Rectangle,0
86.5007,-5.2,27.2,Step1_Green_Rectangle,0
86.543,-5.2,27.2,Step1_Green_Rectangle,0
86.6011,-5.2,27.2,Step1_Green_Rectangle,0
86.6442,-5.2,27.2,Step1_Green_Rectangle,0
86.7003,-5.2,27.2,Step1_Green_Rectangle,0
86.7424,-5.2,27.2,Step1_Green_Rectangle,0
86.8009,-5.2,27.2,Step1_Green_Rectangle,0
86.842,-5.2,27.2,Step1_Green_Rectangle,0
86.9016,-5.2,27.2,Step1_Green_Rectangle,0
86.9606,-5.2,27.2,Step1_Green_Rectangle,0
87.0009,-5.2,27.2,Step1_Green_Rectangle,0
87.061,-5.2,27.2,Step1_Green_Rectangle,0
87.1003,-5.2,27.2,Step1_Green_Rectangle,0
87.1615,-5.2,27.2,Step1_Green_Rectangle,0
87.2212,-5.2,27.2,Step1_Green_Rectangle,0
87.2601,-5.2,27.2,Step1_Green_Rectangle,0
87.321,-5.2,27.2,Step1_Green_Rectangle,0
87.3608,-5.2,27.2,Step1_Green_Rectangle,0
87.4208,-5.2,27.2,Step1_Green_Rectangle,0
87.4604,-5.2,27.2,Step1_Green_Rectangle,0
87.521,-5.2,27.2,Step1_Green_Rectangle,0
87.5609,-5.2,27.2,Step1_Green_Rectangle,0
87.6204,-5.2,27.2,Step1_Green_Rectangle,0
87.6608,-5.2,27.2,Step1_Green_Rectangle,0
87.7237,-5.2,27.2,Step1_Green_Rectangle,0
87.7815,-5.2,27.2,Step1_Green_Rectangle,0
87.8422,-5.2,27.2,Step1_Green_Rectangle,0
87.9015,-5.2,27.2,Step1_Green_Rectangle,0
87.942,-5.2,27.2,Step1_Green_Rectangle,0
88.0008,-5.2,27.2,Step1_Green_Rectangle,0
88.0417,-5.2,27.2,Step1_Green_Rectangle,0
88.1012,-5.2,27.2,Step1_Green_Rectangle,0
88.1414,-5.2,27.2,Step1_Green_Rectangle,0
88.2008,-5.2,27.2,Step1_Green_Rectangle,0
88.2414,-5.2,27.2,Step1_Green_Rectangle,0
88.3005,-5.2,27.2,Step1_Green_Rectangle,0
88.343,-5.2,27.2,Step1_Green_Rectangle,0
88.401,-5.2,27.2,Step1_Green_Rectangle,0
88.4609,-5.2,27.2,Step1_Green_Rectangle,0
88.5016,-5.2,27.2,Step1_Green_Rectangle,0
88.5605,-5.2,27.2,Step1_Green_Rectangle,0
